arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms,input_tokens,output_tokens,replicated
llama3_2_3b__production,T07-typo50-v3,moto tenp anomaly on Machine 2,1,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible motor issue,False,1,11552.109956741333,1621,77,True
llama3_2_3b__production,T07-typo50-v3,moto tenp anomaly on Machine 2,2,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible motor issue,False,1,11552.109956741333,1621,77,True
llama3_2_3b__production,T08-typo25-v1,iol pressure surge on Machine 3,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11290.123462677002,1621,75,False
llama3_2_3b__production,T08-typo25-v1,iol pressure surge on Machine 3,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11290.123462677002,1621,75,True
llama3_2_3b__production,T08-typo25-v1,iol pressure surge on Machine 3,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11290.123462677002,1621,75,True
llama3_2_3b__production,T08-typo25-v2,oil pressure srge on Machine 3,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Machine 3,False,1,10682.841300964355,1621,71,False
llama3_2_3b__production,T08-typo25-v2,oil pressure srge on Machine 3,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Machine 3,False,1,10682.841300964355,1621,71,True
llama3_2_3b__production,T08-typo25-v2,oil pressure srge on Machine 3,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Machine 3,False,1,10682.841300964355,1621,71,True
llama3_2_3b__production,T08-typo25-v3,oil pressure surye on Machine 3,0,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing elevated reading — possible hydraulic issue,False,1,11796.929836273193,1621,77,False
llama3_2_3b__production,T08-typo25-v3,oil pressure surye on Machine 3,1,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing elevated reading — possible hydraulic issue,False,1,11796.929836273193,1621,77,True
llama3_2_3b__production,T08-typo25-v3,oil pressure surye on Machine 3,2,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing elevated reading — possible hydraulic issue,False,1,11796.929836273193,1621,77,True
llama3_2_3b__production,T08-typo50-v1,okl pressure sruge on Machine 3,0,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure surge on Machine 3,False,1,10247.54810333252,1623,71,False
llama3_2_3b__production,T08-typo50-v1,okl pressure sruge on Machine 3,1,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure surge on Machine 3,False,1,10247.54810333252,1623,71,True
llama3_2_3b__production,T08-typo50-v1,okl pressure sruge on Machine 3,2,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure surge on Machine 3,False,1,10247.54810333252,1623,71,True
llama3_2_3b__production,T08-typo50-v2,iol pressurte surge on Machine 3,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11188.074111938477,1623,75,False
llama3_2_3b__production,T08-typo50-v2,iol pressurte surge on Machine 3,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11188.074111938477,1623,75,True
llama3_2_3b__production,T08-typo50-v2,iol pressurte surge on Machine 3,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11188.074111938477,1623,75,True
llama3_2_3b__production,T08-typo50-v3,oilo pressure zurge on Machine 3,0,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11281.837463378906,1622,75,False
llama3_2_3b__production,T08-typo50-v3,oilo pressure zurge on Machine 3,1,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11281.837463378906,1622,75,True
llama3_2_3b__production,T08-typo50-v3,oilo pressure zurge on Machine 3,2,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11281.837463378906,1622,75,True
llama3_2_3b__production,T09-typo25-v1,vibraion above normal on Machine 4,0,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration X sensor showing elevated reading — possible imbalance or wear,False,1,10496.750116348267,1622,70,False
llama3_2_3b__production,T09-typo25-v1,vibraion above normal on Machine 4,1,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration X sensor showing elevated reading — possible imbalance or wear,False,1,10496.750116348267,1622,70,True
llama3_2_3b__production,T09-typo25-v1,vibraion above normal on Machine 4,2,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration X sensor showing elevated reading — possible imbalance or wear,False,1,10496.750116348267,1622,70,True
llama3_2_3b__production,T09-typo25-v2,vibration aove normal on Machine 4,0,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11817.954301834106,1621,77,False
llama3_2_3b__production,T09-typo25-v2,vibration aove normal on Machine 4,1,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11817.954301834106,1621,77,True
llama3_2_3b__production,T09-typo25-v2,vibration aove normal on Machine 4,2,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11817.954301834106,1621,77,True
llama3_2_3b__production,T09-typo25-v3,vibration above normla on Machine 4,0,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11697.91865348816,1621,77,False
llama3_2_3b__production,T09-typo25-v3,vibration above normla on Machine 4,1,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11697.91865348816,1621,77,True
llama3_2_3b__production,T09-typo25-v3,vibration above normla on Machine 4,2,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11697.91865348816,1621,77,True
llama3_2_3b__production,T09-typo50-v1,vibratioin above normkal on Machine 4,0,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration X sensor showing elevated reading — possible imbalance or wear,False,1,10658.952236175537,1623,70,False
llama3_2_3b__production,T09-typo50-v1,vibratioin above normkal on Machine 4,1,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration X sensor showing elevated reading — possible imbalance or wear,False,1,10658.952236175537,1623,70,True
llama3_2_3b__production,T09-typo50-v1,vibratioin above normkal on Machine 4,2,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration X sensor showing elevated reading — possible imbalance or wear,False,1,10658.952236175537,1623,70,True
llama3_2_3b__production,T09-typo50-v2,vibrtion above normalo on Machine 4,0,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11947.040796279907,1623,77,False
llama3_2_3b__production,T09-typo50-v2,vibrtion above normalo on Machine 4,1,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11947.040796279907,1623,77,True
llama3_2_3b__production,T09-typo50-v2,vibrtion above normalo on Machine 4,2,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration Xs0 showing elevated reading — possible imbalance or wear,False,1,11947.040796279907,1623,77,True
llama3_2_3b__production,T09-typo50-v3,vibration zbove nrmal on Machine 4,0,Xs0,MEDIUM,0.73,[llama3.2:3b] Vibration X detected above normal on Machine 4,False,1,11088.101625442505,1623,74,False
llama3_2_3b__production,T09-typo50-v3,vibration zbove nrmal on Machine 4,1,Xs0,MEDIUM,0.73,[llama3.2:3b] Vibration X detected above normal on Machine 4,False,1,11088.101625442505,1623,74,True
llama3_2_3b__production,T09-typo50-v3,vibration zbove nrmal on Machine 4,2,Xs0,MEDIUM,0.73,[llama3.2:3b] Vibration X detected above normal on Machine 4,False,1,11088.101625442505,1623,74,True
llama3_2_3b__production,T10-typo25-v1,coolant flow disuption on Machine 5,0,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible pump issue,False,1,11511.370420455933,1622,76,False
llama3_2_3b__production,T10-typo25-v1,coolant flow disuption on Machine 5,1,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible pump issue,False,1,11511.370420455933,1622,76,True
llama3_2_3b__production,T10-typo25-v1,coolant flow disuption on Machine 5,2,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible pump issue,False,1,11511.370420455933,1622,76,True
llama3_2_3b__production,T10-typo25-v2,coolant flow disrupton on Machine 5,0,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible issue with coolant pump,False,1,11809.360980987549,1621,78,False
llama3_2_3b__production,T10-typo25-v2,coolant flow disrupton on Machine 5,1,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible issue with coolant pump,False,1,11809.360980987549,1621,78,True
llama3_2_3b__production,T10-typo25-v2,coolant flow disrupton on Machine 5,2,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible issue with coolant pump,False,1,11809.360980987549,1621,78,True
llama3_2_3b__production,T10-typo25-v3,coolany flow disruption on Machine 5,0,W3,HIGH,0.93,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11773.081302642822,1621,76,False
llama3_2_3b__production,T10-typo25-v3,coolany flow disruption on Machine 5,1,W3,HIGH,0.93,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11773.081302642822,1621,76,True
llama3_2_3b__production,T10-typo25-v3,coolany flow disruption on Machine 5,2,W3,HIGH,0.93,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11773.081302642822,1621,76,True
llama3_2_3b__production,T10-typo50-v1,coolanjt flow disruptino on Machine 5,0,W3,HIGH,0.93,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11810.691595077515,1623,76,False
llama3_2_3b__production,T10-typo50-v1,coolanjt flow disruptino on Machine 5,1,W3,HIGH,0.93,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11810.691595077515,1623,76,True
llama3_2_3b__production,T10-typo50-v1,coolanjt flow disruptino on Machine 5,2,W3,HIGH,0.93,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11810.691595077515,1623,76,True
llama3_2_3b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,0,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible coolant vlow disruption,False,1,11867.080450057983,1623,78,False
llama3_2_3b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,1,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible coolant vlow disruption,False,1,11867.080450057983,1623,78,True
llama3_2_3b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,2,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated reading — possible coolant vlow disruption,False,1,11867.080450057983,1623,78,True
llama3_2_3b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,0,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing spike — possible pump issue,False,1,11207.743644714355,1623,75,False
llama3_2_3b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,1,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing spike — possible pump issue,False,1,11207.743644714355,1623,75,True
llama3_2_3b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,2,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing spike — possible pump issue,False,1,11207.743644714355,1623,75,True
llama3_2_3b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,0,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 bearing has failed,False,1,11616.923332214355,1622,74,False
llama3_2_3b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,1,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 bearing has failed,False,1,11616.923332214355,1622,74,True
llama3_2_3b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,2,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 bearing has failed,False,1,11616.923332214355,1622,74,True
llama3_2_3b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,0,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 is offline,False,1,11110.707521438599,1621,73,False
llama3_2_3b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,1,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 is offline,False,1,11110.707521438599,1621,73,True
llama3_2_3b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,2,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 is offline,False,1,11110.707521438599,1621,73,True
llama3_2_3b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,0,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 is offline,False,1,10936.998844146729,1622,73,False
llama3_2_3b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,1,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 is offline,False,1,10936.998844146729,1622,73,True
llama3_2_3b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,2,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — Machine 1 is offline,False,1,10936.998844146729,1622,73,True
llama3_2_3b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,0,W0,HIGH,0.97,[llama3.2:3b] Machine 1 drive speed sensor W0 showing catastrophic spike — possible gearing failure,False,1,11185.59193611145,1623,71,False
llama3_2_3b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,1,W0,HIGH,0.97,[llama3.2:3b] Machine 1 drive speed sensor W0 showing catastrophic spike — possible gearing failure,False,1,11185.59193611145,1623,71,True
llama3_2_3b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,2,W0,HIGH,0.97,[llama3.2:3b] Machine 1 drive speed sensor W0 showing catastrophic spike — possible gearing failure,False,1,11185.59193611145,1623,71,True
llama3_2_3b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,0,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — catastrophic bearing failure on Machine 1,False,1,12742.918491363525,1624,75,False
llama3_2_3b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,1,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — catastrophic bearing failure on Machine 1,False,1,12742.918491363525,1624,75,True
llama3_2_3b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,2,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — catastrophic bearing failure on Machine 1,False,1,12742.918491363525,1624,75,True
llama3_2_3b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — possible motor failure on Machine 1,False,1,10972.78380393982,1622,72,False
llama3_2_3b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — possible motor failure on Machine 1,False,1,10972.78380393982,1622,72,True
llama3_2_3b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — possible motor failure on Machine 1,False,1,10972.78380393982,1622,72,True
llama3_2_3b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — complete motor breakdown on Machine 2,False,1,11677.01244354248,1622,78,False
llama3_2_3b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — complete motor breakdown on Machine 2,False,1,11677.01244354248,1622,78,True
llama3_2_3b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — complete motor breakdown on Machine 2,False,1,11677.01244354248,1622,78,True
llama3_2_3b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — complete motor breakdown on Machine 2,False,1,9543.946981430054,1621,66,False
llama3_2_3b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — complete motor breakdown on Machine 2,False,1,9543.946981430054,1621,66,True
llama3_2_3b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — complete motor breakdown on Machine 2,False,1,9543.946981430054,1621,66,True
